campaign.resourceName,campaign.name,adGroup.resourceName,adGroup.name,metrics.clicks,metrics.conversions,metrics.ctr,metrics.impressions,adGroupAd.resourceName,adGroupAd.ad.resourceName,adGroupAd.ad.id,asset.resourceName,asset.textAsset.text,asset.id,adGroupAdAssetView.resourceName,adGroupAdAssetView.fieldType,adGroupAdAssetView.performanceLabel,asset.name,utm_campaign_norm,roi_priority_weight
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,2,0,0.03076923076923077,65,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/340618554173,Simplify STR Management,340618554173,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~340618554173~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,2,0,0.031746031746031744,63,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/171399829503,Do less and earn more,171399829503,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~171399829503~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,3,0,0.04918032786885246,61,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518109,85% Boost in Guest Ratings,297834518109,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518109~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,22,1,0.36666666666666664,60,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/337423536337,UK Holiday Let Software,337423536337,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~337423536337~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,6,1,0.10909090909090909,55,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518112,Save 4 Hours Per Day,297834518112,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518112~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,4,0,0.07272727272727272,55,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/297834518115,All-in-One PMS Solution,297834518115,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~297834518115~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,4,0,0.07272727272727272,55,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/340618554173,Simplify STR Management,340618554173,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~340618554173~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,24,2,0.4528301886792453,53,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/58894961283,Vacation Rental Software,58894961283,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~58894961283~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,28,1,0.5384615384615384,52,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/337423536346,Short Let Management Software,337423536346,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~337423536346~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,1,0,0.0196078431372549,51,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/297834518130,Grow Faster With Hostfully,297834518130,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~297834518130~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,23,1,0.46,50,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/275532818210,Manage your vacation rental business,275532818210,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~275532818210~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,7,0,0.14285714285714285,49,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/305748566457,120+ Software Integrations,305748566457,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~305748566457~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,3,0,0.0625,48,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518109,85% Boost in Guest Ratings,297834518109,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518109~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,5,0,0.10416666666666667,48,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/337423536337,UK Holiday Let Software,337423536337,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~337423536337~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,7,0,0.14583333333333334,48,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/337423536340,Holiday Letting Made Easy,337423536340,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~337423536340~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,17,0,0.37777777777777777,45,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/336720762604,Best Hosts Choose Hostfully,336720762604,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~336720762604~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,12,1,0.2727272727272727,44,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/337423536343,Hostfully Holiday Letting,337423536343,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~337423536343~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,22,0.333333,0.5116279069767442,43,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/259466444259,Short Term Rental Software,259466444259,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~259466444259~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,2,0,0.046511627906976744,43,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/305748566457,120+ Software Integrations,305748566457,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~305748566457~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,15,2,0.35714285714285715,42,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518115,All-in-One PMS Solution,297834518115,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518115~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,4,0,0.09523809523809523,42,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/337423536346,Short Let Management Software,337423536346,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~337423536346~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,5,0,0.125,40,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/336480268539,Where Your Whole Vacation Rental Business Comes Together,336480268539,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~336480268539~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,8,0,0.2,40,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/337423536340,Holiday Letting Made Easy,337423536340,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~337423536340~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,1,0,0.02564102564102564,39,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/275532818210,Manage your vacation rental business,275532818210,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~275532818210~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,27,1,0.7297297297297297,37,customers/2565189582/adGroupAds/175488384442~798879432661,customers/2565189582/ads/798879432661,798879432661,customers/2565189582/assets/297834518139,Choose the vacation rental manager that gives you the most flexibility at the best price.,297834518139,customers/2565189582/adGroupAdAssetViews/175488384442~798879432661~297834518139~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,0,0,0,36,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518121,5+ Years Proven Success,297834518121,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518121~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,8,1,0.22857142857142856,35,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518124,Book A Free Demo Today,297834518124,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518124~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,18,0,0.5294117647058824,34,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/1476017583,Vacation Rental Management,1476017583,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~1476017583~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,0,0,0,31,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518109,85% Boost in Guest Ratings,297834518109,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518109~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,6,0,0.1935483870967742,31,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/337423536343,Hostfully Holiday Letting,337423536343,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~337423536343~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,12,0,0.3870967741935484,31,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/341157068181,Hostfully property management,341157068181,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~341157068181~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,0,0,0,30,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518106,Increase Revenue by 18%+,297834518106,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518106~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,3,0,0.10344827586206896,29,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/297834518112,Save 4 Hours Per Day,297834518112,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~297834518112~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,12,1,0.41379310344827586,29,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/297834518115,All-in-One PMS Solution,297834518115,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~297834518115~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,2,1,0.07142857142857142,28,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/257744381700,Simplify STR with Hostfully,257744381700,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~257744381700~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,11,0,0.4074074074074074,27,customers/2565189582/adGroupAds/175488384442~798879432661,customers/2565189582/ads/798879432661,798879432661,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/175488384442~798879432661~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,1,0,0.037037037037037035,27,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518109,85% Boost in Guest Ratings,297834518109,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518109~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810883,au-uk_brand_phrase,6,0,0.2222222222222222,27,customers/2565189582/adGroupAds/193560810883~799258748291,customers/2565189582/ads/799258748291,799258748291,customers/2565189582/assets/58894961283,Vacation Rental Software,58894961283,customers/2565189582/adGroupAdAssetViews/193560810883~799258748291~58894961283~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,16,1,0.5925925925925926,27,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,11,1,0.4230769230769231,26,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/326919619533,Starting at $15/Property,326919619533,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~326919619533~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,5,0,0.19230769230769232,26,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/305748566457,120+ Software Integrations,305748566457,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~305748566457~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,3,0,0.12,25,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/342262047171,Built for Property Managers,342262047171,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~342262047171~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,10,0,0.4166666666666667,24,customers/2565189582/adGroupAds/175488384442~798879432661,customers/2565189582/ads/798879432661,798879432661,customers/2565189582/assets/177862501842,Hostfully Property Management,177862501842,customers/2565189582/adGroupAdAssetViews/175488384442~798879432661~177862501842~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,5,0,0.20833333333333334,24,customers/2565189582/adGroupAds/175488384442~798879432661,customers/2565189582/ads/798879432661,798879432661,customers/2565189582/assets/275532818210,Manage your vacation rental business,275532818210,customers/2565189582/adGroupAdAssetViews/175488384442~798879432661~275532818210~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,8,0,0.3333333333333333,24,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/297834518112,Save 4 Hours Per Day,297834518112,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~297834518112~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,1,0,0.041666666666666664,24,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518121,5+ Years Proven Success,297834518121,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518121~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
