campaign.resourceName,campaign.name,adGroup.resourceName,adGroup.name,metrics.clicks,metrics.conversions,metrics.ctr,metrics.impressions,adGroupAd.resourceName,adGroupAd.ad.resourceName,adGroupAd.ad.id,asset.resourceName,asset.textAsset.text,asset.id,adGroupAdAssetView.resourceName,adGroupAdAssetView.fieldType,adGroupAdAssetView.performanceLabel,asset.name,utm_campaign_norm,roi_priority_weight
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,58,1,0.03090037293553543,1877,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518142,"The leading property management software for Airbnb, VRBO, and other rental properties.",297834518142,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518142~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,56,0,0.03796610169491525,1475,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/337426327261,"The leading property management software for Airbnb, VRBO, and other letting properties.",337426327261,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~337426327261~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,42,1,0.029085872576177285,1444,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518259,{KeyWord:Short-Term Rental Software},297834518259,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518259~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,745,22.75,0.5576347305389222,1336,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/1476017562,Hostfully,1476017562,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~1476017562~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,50,1,0.040032025620496396,1249,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/340619883704,{KeyWord:Short-Term Letting Software},340619883704,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~340619883704~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,633,21.75,0.5192780968006563,1219,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518142,"The leading property management software for Airbnb, VRBO, and other rental properties.",297834518142,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518142~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,34,1,0.030881017257039057,1101,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518250,Optimize your short-term rentals with Hostfully’s rental management software.,297834518250,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518250~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,379,8,0.38360323886639675,988,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/1476017562,Hostfully,1476017562,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~1476017562~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,438,7.5,0.4714747039827772,929,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/305748566463,"Connect to 120+ industry partners for property cleaning, insurance & marketing automation.",305748566463,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~305748566463~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,24,0,0.034334763948497854,699,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518115,All-in-One PMS Solution,297834518115,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518115~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,24,1,0.03592814371257485,668,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/340619883713,Optimize your short-term lets with Hostfully’s rental management software.,340619883713,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~340619883713~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,280,3,0.4327666151468315,647,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/1476017562,Hostfully,1476017562,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~1476017562~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,210,3.25,0.32608695652173914,644,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,329,13.25,0.5140625,640,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518139,Choose the vacation rental manager that gives you the most flexibility at the best price.,297834518139,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518139~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,28,1,0.0448,625,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518115,All-in-One PMS Solution,297834518115,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518115~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,256,5,0.42953020134228187,596,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/297834518142,"The leading property management software for Airbnb, VRBO, and other rental properties.",297834518142,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~297834518142~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,20,0,0.034071550255536626,587,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518118,Happiest Hosts Choose Us,297834518118,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518118~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,111,2.25,0.19204152249134948,578,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518142,"The leading property management software for Airbnb, VRBO, and other rental properties.",297834518142,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518142~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,233,5,0.4213381555153707,553,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/177862501842,Hostfully Property Management,177862501842,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~177862501842~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,207,4,0.3898305084745763,531,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/326919619539,Optimize your short-term rentals with Hostfully’s property management software for hosts.,326919619539,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~326919619539~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,283,4.5,0.5442307692307692,520,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/177862501842,Hostfully Property Management,177862501842,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~177862501842~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,217,5,0.4297029702970297,505,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/297834518139,Choose the vacation rental manager that gives you the most flexibility at the best price.,297834518139,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~297834518139~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,176,4,0.3527054108216433,499,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/297834518142,"The leading property management software for Airbnb, VRBO, and other rental properties.",297834518142,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~297834518142~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,19,0,0.040169133192389,473,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518244,Short-Term Rental Automation,297834518244,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518244~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,22,1,0.048034934497816595,458,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/340618554176,Choose the STR management software that gives you the most flexibility at the best price.,340618554176,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~340618554176~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,210,1,0.46875,448,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/177862501842,Hostfully Property Management,177862501842,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~177862501842~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,16,0,0.03800475059382423,421,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/340618554176,Choose the STR management software that gives you the most flexibility at the best price.,340618554176,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~340618554176~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,26,0,0.06666666666666667,390,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,185,2,0.47680412371134023,388,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/297834518139,Choose the vacation rental manager that gives you the most flexibility at the best price.,297834518139,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~297834518139~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,218,13,0.5677083333333334,384,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/242415980319,Property Management Made Easy,242415980319,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~242415980319~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,167,2,0.4417989417989418,378,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/326919619536,"Thousands of vacation rental owners use Hostfully to automate, increase profit, and scale.",326919619536,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~326919619536~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,6,0,0.015915119363395226,377,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,16,0,0.04289544235924933,373,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518130,Grow Faster With Hostfully,297834518130,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518130~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,157,2,0.4410112359550562,356,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518145,"Thousands of vacation rental owners use Hostfully to automate, save time, increase revenue",297834518145,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518145~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,16,2,0.045454545454545456,352,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/297834518112,Save 4 Hours Per Day,297834518112,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~297834518112~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,174,3.333333,0.49572649572649574,351,customers/2565189582/adGroupAds/175488384442~778278987755,customers/2565189582/ads/778278987755,778278987755,customers/2565189582/assets/305748566463,"Connect to 120+ industry partners for property cleaning, insurance & marketing automation.",305748566463,customers/2565189582/adGroupAdAssetViews/175488384442~778278987755~305748566463~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,12,0,0.034482758620689655,348,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518118,Happiest Hosts Choose Us,297834518118,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518118~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,11,0,0.031791907514450865,346,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/242415980319,Property Management Made Easy,242415980319,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~242415980319~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,53,2,0.16459627329192547,322,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/305748566463,"Connect to 120+ industry partners for property cleaning, insurance & marketing automation.",305748566463,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~305748566463~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,89,2,0.28164556962025317,316,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/1476017562,Hostfully,1476017562,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~1476017562~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,7,0,0.022222222222222223,315,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/340618554179,"Thousands of STR owners use Hostfully to automate, save time, increase revenue.",340618554179,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~340618554179~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,96,1,0.3086816720257235,311,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/242415980319,Property Management Made Easy,242415980319,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~242415980319~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,58,1,0.19269102990033224,301,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518139,Choose the vacation rental manager that gives you the most flexibility at the best price.,297834518139,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518139~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,121,5,0.40468227424749165,299,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/337426327261,"The leading property management software for Airbnb, VRBO, and other letting properties.",337426327261,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~337426327261~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,159,5,0.5353535353535354,297,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518103,Starting at $15/property,297834518103,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518103~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23657942340,ca-us_pms_search,customers/2565189582/adGroups/191309906541,ca-us_pms_phrase,5,0,0.017006802721088437,294,customers/2565189582/adGroupAds/191309906541~800782444013,customers/2565189582/ads/800782444013,800782444013,customers/2565189582/assets/340618554167,STR Management Software,340618554167,customers/2565189582/adGroupAdAssetViews/191309906541~800782444013~340618554167~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/22161538996,Hostfully - Search - Brand - US/CAN,customers/2565189582/adGroups/175488384442,Brand Core,150,2,0.5154639175257731,291,customers/2565189582/adGroupAds/175488384442~730292443612,customers/2565189582/ads/730292443612,730292443612,customers/2565189582/assets/113639216510,Property Management Software,113639216510,customers/2565189582/adGroupAdAssetViews/175488384442~730292443612~113639216510~HEADLINE,HEADLINE,NOT_APPLICABLE,,Hostfully - Search - Brand - US/CAN,0.0
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,16,0,0.05776173285198556,277,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/242415980319,Property Management Made Easy,242415980319,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~242415980319~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596229,ca-us_brand_phrase,30,0,0.10869565217391304,276,customers/2565189582/adGroupAds/193498596229~799044719174,customers/2565189582/ads/799044719174,799044719174,customers/2565189582/assets/297834518118,Happiest Hosts Choose Us,297834518118,customers/2565189582/adGroupAdAssetViews/193498596229~799044719174~297834518118~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,97,0,0.35661764705882354,272,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/305748566463,"Connect to 120+ industry partners for property cleaning, insurance & marketing automation.",305748566463,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~305748566463~DESCRIPTION,DESCRIPTION,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,17,0,0.06666666666666667,255,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/297834518130,Grow Faster With Hostfully,297834518130,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~297834518130~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23619221250,au-uk_brand_search,customers/2565189582/adGroups/193560810923,au-uk_brand_exact,119,4,0.47035573122529645,253,customers/2565189582/adGroupAds/193560810923~799149197700,customers/2565189582/ads/799149197700,799149197700,customers/2565189582/assets/1476017562,Hostfully,1476017562,customers/2565189582/adGroupAdAssetViews/193560810923~799149197700~1476017562~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23658078636,au-uk_pms_search,customers/2565189582/adGroups/195976497564,au-uk_pms_phrase,10,0,0.040160642570281124,249,customers/2565189582/adGroupAds/195976497564~800674113561,customers/2565189582/ads/800674113561,800674113561,customers/2565189582/assets/297834518112,Save 4 Hours Per Day,297834518112,customers/2565189582/adGroupAdAssetViews/195976497564~800674113561~297834518112~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
customers/2565189582/campaigns/23622401230,ca-us_brand_search,customers/2565189582/adGroups/193498596189,ca-us_brand_exact,133,5,0.5428571428571428,245,customers/2565189582/adGroupAds/193498596189~798968901280,customers/2565189582/ads/798968901280,798968901280,customers/2565189582/assets/58894961283,Vacation Rental Software,58894961283,customers/2565189582/adGroupAdAssetViews/193498596189~798968901280~58894961283~HEADLINE,HEADLINE,NOT_APPLICABLE,,,
